idx	preset	role	shared_l3	a_slug	a_title	b_slug	b_title	trig_jaccard	shared_triggers	title_identical	a_user_summary	b_user_summary	a_workflow	b_workflow
342	agt-028	AGT-028 译境	本地化	p2s-cross-cultural-content-adaptation	跨文化内容自动适配 — 文化距离量化与内容风格迁移	p2s-cross-cultural-marketing-adaptation	Cross-Cultural Marketing Adaptation — 多语言 CAM 嵌入驱动的跨文化营销适配	0			按目标市场的文化维度自动改写文案与视觉风格，替代逐市场人工本地化，让同一款产品在不同国家说对话。	让英文 Listing 在泰语越南语等本地搜索里真正被搜到，用多语言嵌入做跨语言语义匹配，而不是靠机翻硬套关键词。	归集目标市场的 Hofstede 六维度分与 5-10 条原始文案 → 用 Kogut-Singh 简化指数计算市场间文化距离，确定适配强度 → 按 PDI / IDV / UAI / LTO 等维度阈值映射出文案策略关键词 → 逐市场产出适配版文案（美国讲独立认证、日本讲专家推荐、中东讲全家守护） → 结合历史转化率 A/B 数据校准并复核适配结果	取英文原始 Listing 的标题与 5 条 Bullet Points，确定目标语言（TH / VN / ID） → 导出竞品本土关键词库作为候选池（Shopee 关键词工具或 Lazada 后台） → 用 CAM 嵌入模型分别为英文 Listing 与目标语言关键词生成 embedding → 计算跨语言余弦相似度并压制语言偏置，排序取 Top-K 本土关键词 → 输出可落位的本地关键词与跨语言评论情感对齐结果
343	agt-028	AGT-028 译境	本地化	p2s-cross-cultural-content-adaptation	跨文化内容自动适配 — 文化距离量化与内容风格迁移	p2s-cross-market-content-localization	文化感知内容本地化 — 跨市场文化风险识别与自动替换	0			按目标市场的文化维度自动改写文案与视觉风格，替代逐市场人工本地化，让同一款产品在不同国家说对话。	上架前扫出文案里的法律与文化风险词，给出分级报告和替换方案，避免被下架、投诉和罚款。	归集目标市场的 Hofstede 六维度分与 5-10 条原始文案 → 用 Kogut-Singh 简化指数计算市场间文化距离，确定适配强度 → 按 PDI / IDV / UAI / LTO 等维度阈值映射出文案策略关键词 → 逐市场产出适配版文案（美国讲独立认证、日本讲专家推荐、中东讲全家守护） → 结合历史转化率 A/B 数据校准并复核适配结果	收集原始英文 Listing / A+ Content / 广告文案，确认目标市场代码与品类 → 用目标市场文化知识图谱规则（正则 pattern）扫描全文 → 把命中项分为 Hard / Cultural / Marketing 三级并定位到原文位置 → 按 replacement_template 生成每处风险的建议替换方案并重写文案 → 输出风险高亮报告与 localized_text，标记是否需要人工复核及原因
344	agt-028	AGT-028 译境	本地化	p2s-cross-cultural-content-adaptation	跨文化内容自动适配 — 文化距离量化与内容风格迁移	p2s-cultural-adaptation-agent	Cultural Adaptation Agent — 跨文化适应：母婴跨境的本地化 AI 策略	0			按目标市场的文化维度自动改写文案与视觉风格，替代逐市场人工本地化，让同一款产品在不同国家说对话。	同一款产品按目标市场的文化偏好换一套叙事框架和客服口吻，减少因说错话导致的跨市场差评。	归集目标市场的 Hofstede 六维度分与 5-10 条原始文案 → 用 Kogut-Singh 简化指数计算市场间文化距离，确定适配强度 → 按 PDI / IDV / UAI / LTO 等维度阈值映射出文案策略关键词 → 逐市场产出适配版文案（美国讲独立认证、日本讲专家推荐、中东讲全家守护） → 结合历史转化率 A/B 数据校准并复核适配结果	输入产品信息（含认证清单）与目标市场代码 → Agent 读取该市场文化特征并选择叙事框架（美国=科学权威+个人选择，德国=有机认证+长期健康） → 按框架重排卖点与认证展示顺序，并调整价格呈现方式（如营养价值比 $/oz） → 客服场景按检测到的市场与意图适配回复口吻 → 所有适配策略通过 A/B 测试验证后才上线
345	agt-028	AGT-028 译境	本地化	p2s-cross-cultural-marketing-adaptation	Cross-Cultural Marketing Adaptation — 多语言 CAM 嵌入驱动的跨文化营销适配	p2s-cross-market-content-localization	文化感知内容本地化 — 跨市场文化风险识别与自动替换	0			让英文 Listing 在泰语越南语等本地搜索里真正被搜到，用多语言嵌入做跨语言语义匹配，而不是靠机翻硬套关键词。	上架前扫出文案里的法律与文化风险词，给出分级报告和替换方案，避免被下架、投诉和罚款。	取英文原始 Listing 的标题与 5 条 Bullet Points，确定目标语言（TH / VN / ID） → 导出竞品本土关键词库作为候选池（Shopee 关键词工具或 Lazada 后台） → 用 CAM 嵌入模型分别为英文 Listing 与目标语言关键词生成 embedding → 计算跨语言余弦相似度并压制语言偏置，排序取 Top-K 本土关键词 → 输出可落位的本地关键词与跨语言评论情感对齐结果	收集原始英文 Listing / A+ Content / 广告文案，确认目标市场代码与品类 → 用目标市场文化知识图谱规则（正则 pattern）扫描全文 → 把命中项分为 Hard / Cultural / Marketing 三级并定位到原文位置 → 按 replacement_template 生成每处风险的建议替换方案并重写文案 → 输出风险高亮报告与 localized_text，标记是否需要人工复核及原因
346	agt-028	AGT-028 译境	本地化	p2s-cross-cultural-marketing-adaptation	Cross-Cultural Marketing Adaptation — 多语言 CAM 嵌入驱动的跨文化营销适配	p2s-cultural-adaptation-agent	Cultural Adaptation Agent — 跨文化适应：母婴跨境的本地化 AI 策略	0			让英文 Listing 在泰语越南语等本地搜索里真正被搜到，用多语言嵌入做跨语言语义匹配，而不是靠机翻硬套关键词。	同一款产品按目标市场的文化偏好换一套叙事框架和客服口吻，减少因说错话导致的跨市场差评。	取英文原始 Listing 的标题与 5 条 Bullet Points，确定目标语言（TH / VN / ID） → 导出竞品本土关键词库作为候选池（Shopee 关键词工具或 Lazada 后台） → 用 CAM 嵌入模型分别为英文 Listing 与目标语言关键词生成 embedding → 计算跨语言余弦相似度并压制语言偏置，排序取 Top-K 本土关键词 → 输出可落位的本地关键词与跨语言评论情感对齐结果	输入产品信息（含认证清单）与目标市场代码 → Agent 读取该市场文化特征并选择叙事框架（美国=科学权威+个人选择，德国=有机认证+长期健康） → 按框架重排卖点与认证展示顺序，并调整价格呈现方式（如营养价值比 $/oz） → 客服场景按检测到的市场与意图适配回复口吻 → 所有适配策略通过 A/B 测试验证后才上线
347	agt-028	AGT-028 译境	本地化/市场语境审查	p2s-cross-market-content-localization	文化感知内容本地化 — 跨市场文化风险识别与自动替换	p2s-cultural-adaptation-agent	Cultural Adaptation Agent — 跨文化适应：母婴跨境的本地化 AI 策略	0			上架前扫出文案里的法律与文化风险词，给出分级报告和替换方案，避免被下架、投诉和罚款。	同一款产品按目标市场的文化偏好换一套叙事框架和客服口吻，减少因说错话导致的跨市场差评。	收集原始英文 Listing / A+ Content / 广告文案，确认目标市场代码与品类 → 用目标市场文化知识图谱规则（正则 pattern）扫描全文 → 把命中项分为 Hard / Cultural / Marketing 三级并定位到原文位置 → 按 replacement_template 生成每处风险的建议替换方案并重写文案 → 输出风险高亮报告与 localized_text，标记是否需要人工复核及原因	输入产品信息（含认证清单）与目标市场代码 → Agent 读取该市场文化特征并选择叙事框架（美国=科学权威+个人选择，德国=有机认证+长期健康） → 按框架重排卖点与认证展示顺序，并调整价格呈现方式（如营养价值比 $/oz） → 客服场景按检测到的市场与意图适配回复口吻 → 所有适配策略通过 A/B 测试验证后才上线
348	agt-029	AGT-029 立言	品牌定位	p2s-ai-brand-storytelling	AI Brand Storytelling — AI 辅助品牌故事创作：情感连接与文化适应	p2s-signaling-game-brand-premium	Signaling Game for Brand Premium—价格作为质量信号	0			同一款奶粉要在三个国家讲三段不同的品牌故事，用情感弧线加文化适配一次生成并给出真实性评分。	算清楚降多少价会让品牌从高档货变成打折货，守住长期溢价。	整理产品信息（认证、核心卖点、适龄段） → 按市场生成钩子、冲突、解决三段式叙事 → 用文化适配器调整表达与证据类型 → 用真实性评分复核后交付各市场版本	整理历史价格、折扣与转化数据 → 估计价格与感知质量的信号关系 → 计算临界降价区间 → 给出品牌溢价保护线 → 统一跨站点折扣策略
349	agt-029	AGT-029 立言	品牌定位	p2s-ai-brand-storytelling	AI Brand Storytelling — AI 辅助品牌故事创作：情感连接与文化适应	p2s-voc-competitive-positioning-map	Skill-VOC-Competitive-Positioning-Map — VOC竞争定位地图	0			同一款奶粉要在三个国家讲三段不同的品牌故事，用情感弧线加文化适配一次生成并给出真实性评分。	把自家和竞品的评论摆在一起比，找出真正能打出去、别人没说的卖点。	整理产品信息（认证、核心卖点、适龄段） → 按市场生成钩子、冲突、解决三段式叙事 → 用文化适配器调整表达与证据类型 → 用真实性评分复核后交付各市场版本	对齐自家与竞品的评论语料 → 按属性做情感打分 → 构建优势区、劣势区与双弱区定位图 → 选定主推差异化属性 → 重构素材与广告标题并回测
350	agt-029	AGT-029 立言	品牌反馈	p2s-brand-safety-video-content-filter	Skill-Brand-Safety-Video-Content-Filter — 品牌安全视频内容过滤	p2s-cross-platform-brand-search-volume	Cross-Platform Brand Search Volume — 品牌搜索量作为营销效果领先指标	0			把上百条用户视频快速筛一遍，明显越界的拦下，拿不准的推给人工审核。	用品牌搜索量做早期信号，24 小时内就能判断这波投放值不值得继续。	批量提取字幕文本 → 多层规则引擎分类风险等级 → 低风险内容自动通过 → 高风险与中风险进人工队列 → 复核结果回写规则库	接入品牌搜索量与投放、GMV 数据 → 建立搜索量基线 → 对营销事件估计搜索增量 → 按 12-24 小时信号判定成败 → 据此加预算或止损
351	agt-029	AGT-029 立言	品牌反馈	p2s-brand-safety-video-content-filter	Skill-Brand-Safety-Video-Content-Filter — 品牌安全视频内容过滤	p2s-video-sentiment-analysis-voc	Skill-Video-Sentiment-Analysis-VOC — 视频弹幕/评论情感实时监控	0			把上百条用户视频快速筛一遍，明显越界的拦下，拿不准的推给人工审核。	盯住视频评论里的情绪变化，负面苗头两小时内就能报出来。	批量提取字幕文本 → 多层规则引擎分类风险等级 → 低风险内容自动通过 → 高风险与中风险进人工队列 → 复核结果回写规则库	实时拉取评论数据 → 按维度做情感分析 → 定位负面集中的属性 → 触发预警并回复热门负面评论 → 提取正面高频词回喂内容
352	agt-029	AGT-029 立言	增量分析	p2s-cross-platform-brand-search-volume	Cross-Platform Brand Search Volume — 品牌搜索量作为营销效果领先指标	p2s-interference-networks-causal	网络干扰因果推断 — 社交溢出效应与 Peer Effects 估计	0			用品牌搜索量做早期信号，24 小时内就能判断这波投放值不值得继续。	把朋友被带动的那部分效果单独算出来，别让裂变与 KOL 活动的真实价值被传统实验低估。	接入品牌搜索量与投放、GMV 数据 → 建立搜索量基线 → 对营销事件估计搜索增量 → 按 12-24 小时信号判定成败 → 据此加预算或止损	构建用户关注图或邀请关系图并做社区划分 → 按社区进行聚类随机化，避免组内互相干扰 → 采集各跳新用户的首购时间、GMV 与活动参与标记 → 固定邻居处理比例，分别估计直接效应与溢出效应 → 用溢出衰减曲线确定第 1 跳与第 2 跳的奖励梯度
353	agt-029	AGT-029 立言	品牌反馈	p2s-cross-platform-brand-search-volume	Cross-Platform Brand Search Volume — 品牌搜索量作为营销效果领先指标	p2s-video-sentiment-analysis-voc	Skill-Video-Sentiment-Analysis-VOC — 视频弹幕/评论情感实时监控	0			用品牌搜索量做早期信号，24 小时内就能判断这波投放值不值得继续。	盯住视频评论里的情绪变化，负面苗头两小时内就能报出来。	接入品牌搜索量与投放、GMV 数据 → 建立搜索量基线 → 对营销事件估计搜索增量 → 按 12-24 小时信号判定成败 → 据此加预算或止损	实时拉取评论数据 → 按维度做情感分析 → 定位负面集中的属性 → 触发预警并回复热门负面评论 → 提取正面高频词回喂内容
354	agt-029	AGT-029 立言	传播规划	p2s-interference-networks-causal	网络干扰因果推断 — 社交溢出效应与 Peer Effects 估计	p2s-share-of-voice-tracking	Share of Voice Tracking — AI 时代跨平台品牌可见度份额测量	0			把朋友被带动的那部分效果单独算出来，别让裂变与 KOL 活动的真实价值被传统实验低估。	用多次采样把 AI 推荐里的品牌份额测准，说清我们在 ChatGPT 里到底落后竞品多少。	构建用户关注图或邀请关系图并做社区划分 → 按社区进行聚类随机化，避免组内互相干扰 → 采集各跳新用户的首购时间、GMV 与活动参与标记 → 固定邻居处理比例，分别估计直接效应与溢出效应 → 用溢出衰减曲线确定第 1 跳与第 2 跳的奖励梯度	选定高频查询词列表（卡页示例 20 个） → 在 ChatGPT 与 Perplexity 各采样 30 次并记录提及与位次 → 计算稳定性加权 SOV 与稳定性分数 → 输出跨平台 SOV 矩阵并标出与竞品的差距
355	agt-029	AGT-029 立言	传播规划	p2s-interference-networks-causal	网络干扰因果推断 — 社交溢出效应与 Peer Effects 估计	p2s-social-network-viral-growth-simulation	社交网络病毒式增长模拟与放大 — 跨境品牌UGC传播建模与爆发点预测	0			把朋友被带动的那部分效果单独算出来，别让裂变与 KOL 活动的真实价值被传统实验低估。	判断哪条内容真的在扩散、什么时候该加预算助推，以及选哪几个达人做种子最划算。	构建用户关注图或邀请关系图并做社区划分 → 按社区进行聚类随机化，避免组内互相干扰 → 采集各跳新用户的首购时间、GMV 与活动参与标记 → 固定邻居处理比例，分别估计直接效应与溢出效应 → 用溢出衰减曲线确定第 1 跳与第 2 跳的奖励梯度	接入内容逐小时互动数据与内容元数据 → 训练内容传播率预测并实时估算 R 值 → R 值超过阈值时触发助推预算 → 按影响力最大化挑选种子达人
356	agt-029	AGT-029 立言	传播规划	p2s-share-of-voice-tracking	Share of Voice Tracking — AI 时代跨平台品牌可见度份额测量	p2s-social-network-viral-growth-simulation	社交网络病毒式增长模拟与放大 — 跨境品牌UGC传播建模与爆发点预测	0			用多次采样把 AI 推荐里的品牌份额测准，说清我们在 ChatGPT 里到底落后竞品多少。	判断哪条内容真的在扩散、什么时候该加预算助推，以及选哪几个达人做种子最划算。	选定高频查询词列表（卡页示例 20 个） → 在 ChatGPT 与 Perplexity 各采样 30 次并记录提及与位次 → 计算稳定性加权 SOV 与稳定性分数 → 输出跨平台 SOV 矩阵并标出与竞品的差距	接入内容逐小时互动数据与内容元数据 → 训练内容传播率预测并实时估算 R 值 → R 值超过阈值时触发助推预算 → 按影响力最大化挑选种子达人
357	agt-029	AGT-029 立言	竞品研究	p2s-share-of-voice-tracking	Share of Voice Tracking — AI 时代跨平台品牌可见度份额测量	p2s-voc-competitive-positioning-map	Skill-VOC-Competitive-Positioning-Map — VOC竞争定位地图	0			用多次采样把 AI 推荐里的品牌份额测准，说清我们在 ChatGPT 里到底落后竞品多少。	把自家和竞品的评论摆在一起比，找出真正能打出去、别人没说的卖点。	选定高频查询词列表（卡页示例 20 个） → 在 ChatGPT 与 Perplexity 各采样 30 次并记录提及与位次 → 计算稳定性加权 SOV 与稳定性分数 → 输出跨平台 SOV 矩阵并标出与竞品的差距	对齐自家与竞品的评论语料 → 按属性做情感打分 → 构建优势区、劣势区与双弱区定位图 → 选定主推差异化属性 → 重构素材与广告标题并回测
358	agt-029	AGT-029 立言	品牌定位	p2s-signaling-game-brand-premium	Signaling Game for Brand Premium—价格作为质量信号	p2s-voc-competitive-positioning-map	Skill-VOC-Competitive-Positioning-Map — VOC竞争定位地图	0			算清楚降多少价会让品牌从高档货变成打折货，守住长期溢价。	把自家和竞品的评论摆在一起比，找出真正能打出去、别人没说的卖点。	整理历史价格、折扣与转化数据 → 估计价格与感知质量的信号关系 → 计算临界降价区间 → 给出品牌溢价保护线 → 统一跨站点折扣策略	对齐自家与竞品的评论语料 → 按属性做情感打分 → 构建优势区、劣势区与双弱区定位图 → 选定主推差异化属性 → 重构素材与广告标题并回测
359	agt-030	AGT-030 叙事	内容实验	p2s-ab-experimental-design	Skill: A/B 实验设计基础	p2s-ai-video-ab-test-creative	AI Video AB Test Creative — AI视频素材A/B测试（广告创意自动化迭代优化）	0			实验开跑前先算准要多少样本、跑多少天、怎么分层，别让实验因为样本不足白跑一场。	一次生成多个视频版本，用自动化实验一天筛出最能点的那个，不用再等七天人工测试。	输入基线转化率与期望绝对提升，计算所需样本量 → 按相对提升做保守修正，并结合日流量推算实验天数 → 按国家、设备类型、新老用户做分层随机化，保证层内 1:1 → 用实验前转化率作为协变量做 CUPED 方差缩减 → 按缩减后的方差确定提前读出的时间点并产出实验计划	
360	agt-030	AGT-030 叙事	内容实验	p2s-ab-experimental-design	Skill: A/B 实验设计基础	p2s-nlp-copy-ab-test-optimizer	NLP Copy AB Test Optimizer — CTR 加权偏好优化 + 遗传算法的文案 A/B 测试闭环	0			实验开跑前先算准要多少样本、跑多少天、怎么分层，别让实验因为样本不足白跑一场。	标题不再靠拍脑袋，一次生成十几个变体，用自动分流在一周内收敛到最好的那一版。	输入基线转化率与期望绝对提升，计算所需样本量 → 按相对提升做保守修正，并结合日流量推算实验天数 → 按国家、设备类型、新老用户做分层随机化，保证层内 1:1 → 用实验前转化率作为协变量做 CUPED 方差缩减 → 按缩减后的方差确定提前读出的时间点并产出实验计划	从 Search Term Report 提取历史高 CTR 标题与关键词库 → 用检索增强生成 10 个以上标题变体 → 用 Thompson Sampling 做 7 天动态分流 → 按中期反馈用遗传算法二次变异并锁定最优
361	agt-030	AGT-030 叙事	内容策划	p2s-ai-brand-storytelling	AI Brand Storytelling — AI 辅助品牌故事创作：情感连接与文化适应	p2s-ai-content-marketing-growth	AI内容营销增长 — AIGC驱动的内容→用户增长因果链路	0			同一款奶粉要在三个国家讲三段不同的品牌故事，用情感弧线加文化适配一次生成并给出真实性评分。	把几千个母婴关键词铺成内容矩阵，用 AI 批量产内容并自动质检，再用因果方法看内容到底带来多少增长。	整理产品信息（认证、核心卖点、适龄段） → 按市场生成钩子、冲突、解决三段式叙事 → 用文化适配器调整表达与证据类型 → 用真实性评分复核后交付各市场版本	构建关键词意图矩阵（月龄×购买意图） → 按矩阵批量生成内容初稿 → 用自动评分过滤低质内容并抽检 → 用因果方法测量内容对搜索流量与用户的增量
362	agt-030	AGT-030 叙事	内容策划	p2s-ai-brand-storytelling	AI Brand Storytelling — AI 辅助品牌故事创作：情感连接与文化适应	p2s-ai-product-video-script-generator	Skill-AI-Product-Video-Script-Generator — AI 母婴产品视频脚本自动生成	0			同一款奶粉要在三个国家讲三段不同的品牌故事，用情感弧线加文化适配一次生成并给出真实性评分。	把差评里的痛点变成视频脚本，30 秒和 60 秒两个版本一起出。	整理产品信息（认证、核心卖点、适龄段） → 按市场生成钩子、冲突、解决三段式叙事 → 用文化适配器调整表达与证据类型 → 用真实性评分复核后交付各市场版本	从评论提取 Top5 痛点词 → 套用痛点、方案、行动召唤模板 → 规则校验字数、情感与号召 → 输出 30 秒与 60 秒两版 → 交付剪辑与投放使用
363	agt-030	AGT-030 叙事	内容策划	p2s-ai-brand-storytelling	AI Brand Storytelling — AI 辅助品牌故事创作：情感连接与文化适应	p2s-ai-video-script-generation	AI Video Script Generation — 分层 CoT 电商短视频脚本自动生成	0			同一款奶粉要在三个国家讲三段不同的品牌故事，用情感弧线加文化适配一次生成并给出真实性评分。	把卖点、受众和故事线拆成三层推理，一条短视频脚本三分钟就能出。	整理产品信息（认证、核心卖点、适龄段） → 按市场生成钩子、冲突、解决三段式叙事 → 用文化适配器调整表达与证据类型 → 用真实性评分复核后交付各市场版本	映射受众意图与卖点 → 设计痛点、冲突、解决、行动召唤叙事弧 → 生成分镜与配音脚本 → 输出多版本 A/B 变体 → 交付制作与投放验证
364	agt-030	AGT-030 叙事	内容策划	p2s-ai-brand-storytelling	AI Brand Storytelling — AI 辅助品牌故事创作：情感连接与文化适应	p2s-geo-generative-engine-optimization	GEO — 生成式引擎优化：让 AI 搜索引擎主动引用你的品牌内容	0			同一款奶粉要在三个国家讲三段不同的品牌故事，用情感弧线加文化适配一次生成并给出真实性评分。	让 ChatGPT 和 Perplexity 在推荐母婴产品时主动提到我们，靠的是把页面内容改成 AI 愿意引用的样子。	整理产品信息（认证、核心卖点、适龄段） → 按市场生成钩子、冲突、解决三段式叙事 → 用文化适配器调整表达与证据类型 → 用真实性评分复核后交付各市场版本	识别高价值查询词 → 对现有详情页与 FAQ 运行 9 种干预策略对比 → 测量每种策略的引用份额变化 → 选出 3-4 种叠加的高效组合并落地
365	agt-030	AGT-030 叙事	内容策划	p2s-ai-content-marketing-growth	AI内容营销增长 — AIGC驱动的内容→用户增长因果链路	p2s-ai-product-video-script-generator	Skill-AI-Product-Video-Script-Generator — AI 母婴产品视频脚本自动生成	0			把几千个母婴关键词铺成内容矩阵，用 AI 批量产内容并自动质检，再用因果方法看内容到底带来多少增长。	把差评里的痛点变成视频脚本，30 秒和 60 秒两个版本一起出。	构建关键词意图矩阵（月龄×购买意图） → 按矩阵批量生成内容初稿 → 用自动评分过滤低质内容并抽检 → 用因果方法测量内容对搜索流量与用户的增量	从评论提取 Top5 痛点词 → 套用痛点、方案、行动召唤模板 → 规则校验字数、情感与号召 → 输出 30 秒与 60 秒两版 → 交付剪辑与投放使用
366	agt-030	AGT-030 叙事	内容策划	p2s-ai-content-marketing-growth	AI内容营销增长 — AIGC驱动的内容→用户增长因果链路	p2s-ai-video-script-generation	AI Video Script Generation — 分层 CoT 电商短视频脚本自动生成	0			把几千个母婴关键词铺成内容矩阵，用 AI 批量产内容并自动质检，再用因果方法看内容到底带来多少增长。	把卖点、受众和故事线拆成三层推理，一条短视频脚本三分钟就能出。	构建关键词意图矩阵（月龄×购买意图） → 按矩阵批量生成内容初稿 → 用自动评分过滤低质内容并抽检 → 用因果方法测量内容对搜索流量与用户的增量	映射受众意图与卖点 → 设计痛点、冲突、解决、行动召唤叙事弧 → 生成分镜与配音脚本 → 输出多版本 A/B 变体 → 交付制作与投放验证
367	agt-030	AGT-030 叙事	内容策划	p2s-ai-content-marketing-growth	AI内容营销增长 — AIGC驱动的内容→用户增长因果链路	p2s-geo-generative-engine-optimization	GEO — 生成式引擎优化：让 AI 搜索引擎主动引用你的品牌内容	0			把几千个母婴关键词铺成内容矩阵，用 AI 批量产内容并自动质检，再用因果方法看内容到底带来多少增长。	让 ChatGPT 和 Perplexity 在推荐母婴产品时主动提到我们，靠的是把页面内容改成 AI 愿意引用的样子。	构建关键词意图矩阵（月龄×购买意图） → 按矩阵批量生成内容初稿 → 用自动评分过滤低质内容并抽检 → 用因果方法测量内容对搜索流量与用户的增量	识别高价值查询词 → 对现有详情页与 FAQ 运行 9 种干预策略对比 → 测量每种策略的引用份额变化 → 选出 3-4 种叠加的高效组合并落地
368	agt-030	AGT-030 叙事	创意简报/内容策划	p2s-ai-product-video-script-generator	Skill-AI-Product-Video-Script-Generator — AI 母婴产品视频脚本自动生成	p2s-ai-video-script-generation	AI Video Script Generation — 分层 CoT 电商短视频脚本自动生成	0			把差评里的痛点变成视频脚本，30 秒和 60 秒两个版本一起出。	把卖点、受众和故事线拆成三层推理，一条短视频脚本三分钟就能出。	从评论提取 Top5 痛点词 → 套用痛点、方案、行动召唤模板 → 规则校验字数、情感与号召 → 输出 30 秒与 60 秒两版 → 交付剪辑与投放使用	映射受众意图与卖点 → 设计痛点、冲突、解决、行动召唤叙事弧 → 生成分镜与配音脚本 → 输出多版本 A/B 变体 → 交付制作与投放验证
369	agt-030	AGT-030 叙事	内容策划	p2s-ai-product-video-script-generator	Skill-AI-Product-Video-Script-Generator — AI 母婴产品视频脚本自动生成	p2s-geo-generative-engine-optimization	GEO — 生成式引擎优化：让 AI 搜索引擎主动引用你的品牌内容	0			把差评里的痛点变成视频脚本，30 秒和 60 秒两个版本一起出。	让 ChatGPT 和 Perplexity 在推荐母婴产品时主动提到我们，靠的是把页面内容改成 AI 愿意引用的样子。	从评论提取 Top5 痛点词 → 套用痛点、方案、行动召唤模板 → 规则校验字数、情感与号召 → 输出 30 秒与 60 秒两版 → 交付剪辑与投放使用	识别高价值查询词 → 对现有详情页与 FAQ 运行 9 种干预策略对比 → 测量每种策略的引用份额变化 → 选出 3-4 种叠加的高效组合并落地
370	agt-030	AGT-030 叙事	内容实验	p2s-ai-video-ab-test-creative	AI Video AB Test Creative — AI视频素材A/B测试（广告创意自动化迭代优化）	p2s-nlp-copy-ab-test-optimizer	NLP Copy AB Test Optimizer — CTR 加权偏好优化 + 遗传算法的文案 A/B 测试闭环	0			一次生成多个视频版本，用自动化实验一天筛出最能点的那个，不用再等七天人工测试。	标题不再靠拍脑袋，一次生成十几个变体，用自动分流在一周内收敛到最好的那一版。		从 Search Term Report 提取历史高 CTR 标题与关键词库 → 用检索增强生成 10 个以上标题变体 → 用 Thompson Sampling 做 7 天动态分流 → 按中期反馈用遗传算法二次变异并锁定最优
371	agt-030	AGT-030 叙事	内容策划	p2s-ai-video-script-generation	AI Video Script Generation — 分层 CoT 电商短视频脚本自动生成	p2s-geo-generative-engine-optimization	GEO — 生成式引擎优化：让 AI 搜索引擎主动引用你的品牌内容	0			把卖点、受众和故事线拆成三层推理，一条短视频脚本三分钟就能出。	让 ChatGPT 和 Perplexity 在推荐母婴产品时主动提到我们，靠的是把页面内容改成 AI 愿意引用的样子。	映射受众意图与卖点 → 设计痛点、冲突、解决、行动召唤叙事弧 → 生成分镜与配音脚本 → 输出多版本 A/B 变体 → 交付制作与投放验证	识别高价值查询词 → 对现有详情页与 FAQ 运行 9 种干预策略对比 → 测量每种策略的引用份额变化 → 选出 3-4 种叠加的高效组合并落地
372	agt-031	AGT-031 绘影	素材版本管理	p2s-aigc-authenticity-trust-framework	AIGC Authenticity Trust Framework — 图文双轨 AIGC 真实性检测与消费者信任管理	p2s-creative-fatigue-detection	Creative Fatigue Detection — 生存分析驱动的广告素材疲劳检测	0			AI 生成的图和文案上架前先过一遍双轨检测，绿色直接用、黄色修、红色换，别等消费者发现才补救。	盯着每支素材的点击率走势，在它开始拖累账户之前提醒你换素材或下线。	接入待检素材（图片与文案） → 计算图像 Patch 不连续性分数与文本词汇多样性指标 → 按阈值输出绿/黄/红风险等级 → 给出修图、替换或标注建议，高风险素材不得直接上架	接入素材逐日曝光、点击、转化与花费序列 → 计算 CTR/CVR/CPC 指标与路径签名衰减特征 → 识别疲劳起点并关联 ROAS 下滑 → 输出需要下线或替换的素材清单与时点建议
373	agt-031	AGT-031 绘影	素材版本管理	p2s-aigc-authenticity-trust-framework	AIGC Authenticity Trust Framework — 图文双轨 AIGC 真实性检测与消费者信任管理	p2s-cross-platform-video-repurposing	Skill-Cross-Platform-Video-Repurposing — 跨平台视频内容复用适配	0			AI 生成的图和文案上架前先过一遍双轨检测，绿色直接用、黄色修、红色换，别等消费者发现才补救。	一条横版演示视频自动改造成各平台要的竖版尺寸、时长和字幕风格，把一次拍摄用满五个渠道。	接入待检素材（图片与文案） → 计算图像 Patch 不连续性分数与文本词汇多样性指标 → 按阈值输出绿/黄/红风险等级 → 给出修图、替换或标注建议，高风险素材不得直接上架	读取原始母版视频与各平台规格配置 → 按平台比例裁剪并对主体居中（如 16:9 转 9:16） → 按平台最优时长裁切并调整字幕风格 → 重写各平台文案首行并输出适配版本清单
374	agt-031	AGT-031 绘影	素材版本管理	p2s-aigc-authenticity-trust-framework	AIGC Authenticity Trust Framework — 图文双轨 AIGC 真实性检测与消费者信任管理	p2s-diffusion-model-product-image	Diffusion Model Product Image Generation — 扩散模型产品图生成：AI 主图替代专业摄影	0			AI 生成的图和文案上架前先过一遍双轨检测，绿色直接用、黄色修、红色换，别等消费者发现才补救。	一张真实产品照就能批量生成不同场景的产品图，把专业摄影的预算和七天交期压缩到两小时。	接入待检素材（图片与文案） → 计算图像 Patch 不连续性分数与文本词汇多样性指标 → 按阈值输出绿/黄/红风险等级 → 给出修图、替换或标注建议，高风险素材不得直接上架	准备真实产品照片与目标风格参考图 → 按图片类型生成提示词（白底、生活场景、细节、对比） → 保持产品主体一致并批量生成候选图 → 筛出合规白底图与可用场景图，输出 A/B 测试组合建议
